Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
498,-0.1756,-0.1145,-0.7939,0.14428935,0.18776988,0.97152070,15.99951,15.99951,15.11230
500,-0.1756,-0.1527,-0.8855,0.13893411,0.19194137,0.97151365,15.99951,15.99951,15.11230
502,0.1145,-0.3130,-0.9542,0.13017247,0.20726206,0.96947050,15.99951,15.99951,15.11230
504,0.4580,-0.5496,-0.9160,0.13546898,0.24286127,0.96052885,15.99951,15.99951,15.11230
506,0.3664,-0.5649,-0.9695,0.13957998,0.26069233,0.95515403,15.99951,15.99951,15.11230
508,0.0534,-0.6794,-1.0229,0.15537239,0.28650445,0.94529304,15.99951,15.99951,15.11230
510,0.0305,-0.6641,-1.0458,0.16022946,0.29189939,0.94281539,15.99951,15.99951,15.11230
512,-0.3511,-0.4122,-1.0916,0.16259322,0.28712353,0.94398040,15.99951,15.99951,15.11230
514,-0.5115,-0.0458,-0.9389,0.14276673,0.26428377,0.95381011,15.99951,15.99951,15.11230
516,-0.3817,0.1374,-0.8779,0.12740863,0.25355296,0.95891113,15.99951,15.99951,15.11230
518,0.1069,0.1527,-0.8397,0.09490186,0.25305409,0.96267290,15.99951,15.99951,15.11230
520,0.3206,0.0382,-0.8855,0.06819584,0.27019309,0.96032562,15.99951,15.99951,15.11230
522,0.1603,0.0305,-0.7557,0.04079638,0.28276454,0.95827398,15.99951,15.99951,15.11230
524,-0.0992,0.1756,-0.4656,0.00755829,0.27616615,0.96107025,15.99951,15.99951,15.11230
526,-0.1298,0.2290,-0.3206,-0.01059675,0.26668894,0.96367187,15.99951,15.99951,15.11230
528,0.0763,0.0534,0.0687,-0.03685730,0.25124902,0.96718587,15.99951,15.99951,15.11230
530,0.4198,0.1756,0.3893,-0.04713631,0.25633411,0.96542272,15.99951,15.99951,15.11230
532,0.4962,0.5649,0.6031,-0.07233173,0.27514352,0.95863857,15.99951,15.99951,15.11230
534,-0.1374,0.5496,0.5802,-0.09836885,0.27137966,0.95740919,15.99951,15.99951,15.11230
536,-0.6031,0.1756,0.6031,-0.10090274,0.24948518,0.96300306,15.99951,15.99951,15.11230
538,-1.1374,-0.2519,0.6641,-0.07959785,0.17276202,0.98166475,15.99951,15.99951,15.11230
540,-0.7099,0.2595,0.8779,-0.06802492,0.09541243,0.99311256,15.99951,15.99951,15.11230
542,-0.2901,0.6183,0.9771,-0.07788444,0.07369744,0.99414196,15.99951,15.99951,15.11230
544,0.0992,0.3435,0.8702,-0.12509304,0.04951700,0.99081497,15.99951,15.99951,15.11230
546,-0.1679,-0.2901,0.9084,-0.11519858,0.04013427,0.99251136,15.99951,15.99951,15.11230
548,-0.7176,-0.4198,0.9389,-0.07530753,-0.01047645,0.99707517,15.99951,15.99951,15.11230
550,-0.4275,0.3893,1.1985,-0.07335535,-0.06237884,0.99533710,15.99951,15.99951,15.11230
552,-0.3969,0.5191,1.2443,-0.08476282,-0.08146894,0.99298019,15.99951,15.99951,15.11230
554,-0.3969,0.1908,1.1069,-0.09454265,-0.11732504,0.98848648,15.99951,15.99951,15.11230
556,-0.3359,-0.4580,0.9847,-0.06716144,-0.14752199,0.98670206,15.99951,15.99951,15.11230
558,-0.0763,-0.5725,0.9084,-0.01850461,-0.16910820,0.98538112,15.99951,15.99951,15.11230
560,0.2901,-0.1069,0.9008,0.00606549,-0.16311711,0.98652973,15.99951,15.99951,15.11230
562,0.2214,-0.0534,0.9160,0.01275361,-0.15786920,0.98727359,15.99951,15.99951,15.11230
564,-0.0153,-0.0305,0.7710,0.02832484,-0.15570070,0.98738069,15.99951,15.99951,15.11230
566,0.1298,-0.1221,0.6260,0.05088062,-0.15232051,0.98693933,15.99951,15.99951,15.11230
568,0.4962,-0.1908,0.5115,0.08248722,-0.12592332,0.98855648,15.99951,15.99951,15.11230
570,0.5954,0.0534,0.2290,0.11382446,-0.08430284,0.98987360,15.99951,15.99951,15.11230
572,0.4275,0.0000,0.0840,0.12586770,-0.06537304,0.98977298,15.99951,15.99951,15.11230
574,0.2366,-0.1679,-0.0992,0.15526974,-0.03696111,0.98705825,15.99951,15.99951,15.11230
576,0.3053,-0.0534,-0.0153,0.17638888,-0.00357471,0.98420639,15.99951,15.99951,15.11230
578,0.2137,0.1527,-0.1145,0.18410349,0.02848750,0.98240423,15.99951,15.99951,15.11230
580,0.2672,0.0153,-0.3893,0.19105114,0.06178926,0.97955751,15.99951,15.99951,15.11230
582,0.3817,-0.2290,-0.4351,0.20011398,0.08445966,0.97600011,15.99951,15.99951,15.11230
584,0.6489,-0.2748,-0.4275,0.22034885,0.14343224,0.96480464,15.99951,15.99951,15.11230
586,0.3206,-0.1756,-0.2977,0.22846064,0.20113468,0.95251865,15.99951,15.99951,15.11230
588,-0.0305,-0.0916,-0.3511,0.22890739,0.21548080,0.94924573,15.99951,15.99951,15.11230
590,-0.4580,-0.1603,-0.7252,0.22103462,0.21793868,0.95052804,15.99951,15.99951,15.11230
592,-0.3588,-0.2977,-0.7710,0.22096822,0.21950120,0.95024719,15.99951,15.99951,15.11230
594,-0.1908,-0.1832,-0.8321,0.21395173,0.22840306,0.94964256,15.99951,15.99951,15.11230
596,-0.1145,-0.3511,-0.7786,0.20603468,0.24135429,0.94829139,15.99951,15.99951,15.11230
598,-0.1069,-0.4046,-0.8168,0.20608808,0.24669671,0.94692745,15.99951,15.99951,15.11230
600,0.0153,-0.4733,-1.0153,0.20980429,0.26084268,0.94225988,15.99951,15.99951,15.11230
602,-0.1832,-0.5649,-1.2137,0.21213154,0.27220962,0.93845691,15.99951,15.99951,15.11230
604,-0.5344,-0.4122,-1.2214,0.20438358,0.26109924,0.94337596,15.99951,15.99951,15.11230
606,-0.5649,-0.1221,-1.0763,0.18265649,0.23488938,0.95460329,15.99951,15.99951,15.11230
608,-0.3893,-0.0076,-0.9771,0.16804528,0.22438492,0.95988254,15.99951,15.99951,15.11230
610,0.0458,0.1221,-0.8626,0.13573235,0.22172596,0.96557445,15.99951,15.99951,15.11230
612,0.0992,0.1145,-0.9389,0.10798898,0.23077478,0.96689310,15.99951,15.99951,15.11230
614,-0.0076,0.2137,-0.8855,0.07179502,0.23654608,0.96895713,15.99951,15.99951,15.11230
616,0.0305,0.3969,-0.6870,0.02586179,0.23760201,0.97097682,15.99951,15.99951,15.11230
618,0.0687,0.4275,-0.5878,0.00058386,0.23734016,0.97142601,15.99951,15.99951,15.11230
620,0.1527,0.3435,-0.4198,-0.04382422,0.23561537,0.97079906,15.99951,15.99951,15.11230
622,0.3206,0.0229,-0.0916,-0.07326276,0.24120836,0.96766376,15.99951,15.99951,15.11230
624,0.2214,0.1298,0.3053,-0.08706182,0.24658298,0.96511182,15.99951,15.99951,15.11230
626,0.1908,0.6336,0.4351,-0.11193104,0.24995279,0.96168756,15.99951,15.99951,15.11230
628,-0.0076,0.7710,0.3664,-0.13204772,0.24584214,0.96026210,15.99951,15.99951,15.11230
630,-0.5573,0.6718,0.2824,-0.17033448,0.20836832,0.96309318,15.99951,15.99951,15.11230
632,-0.5420,-0.1069,0.7710,-0.17869081,0.15926347,0.97094058,15.99951,15.99951,15.11230
634,-0.5191,-0.2214,0.9084,-0.16680524,0.13686511,0.97633533,15.99951,15.99951,15.11230
636,-0.3206,0.4351,0.9160,-0.15649220,0.08590106,0.98387041,15.99951,15.99951,15.11230
638,-0.4733,0.5038,0.8473,-0.16230568,0.06572604,0.98444452,15.99951,15.99951,15.11230
640,-0.6489,0.2061,0.8626,-0.17046480,0.01394981,0.98524675,15.99951,15.99951,15.11230
642,-0.5725,-0.2443,1.0687,-0.14969694,-0.03442359,0.98806867,15.99951,15.99951,15.11230
644,-0.4885,-0.1221,1.0611,-0.13746840,-0.05597476,0.98881282,15.99951,15.99951,15.11230
646,-0.3359,0.2290,0.9389,-0.12742990,-0.08805413,0.98783454,15.99951,15.99951,15.11230
648,-0.3664,0.2061,0.7710,-0.12390516,-0.11788851,0.98525724,15.99951,15.99951,15.11230
650,-0.2443,0.0076,0.6794,-0.11340203,-0.14137582,0.98332939,15.99951,15.99951,15.11230
652,0.0458,-0.0763,0.6565,-0.09718481,-0.14813791,0.98411951,15.99951,15.99951,15.11230
654,0.0611,-0.0458,0.6183,-0.08905816,-0.14644783,0.98516159,15.99951,15.99951,15.11230
656,0.0076,-0.0763,0.5115,-0.07090610,-0.14428768,0.98699588,15.99951,15.99951,15.11230
658,-0.0076,-0.0076,0.4962,-0.05562670,-0.14303081,0.98806200,15.99951,15.99951,15.11230
660,0.1221,0.0534,0.4656,-0.04486303,-0.13252041,0.99016084,15.99951,15.99951,15.11230
662,0.2061,-0.0076,0.3893,-0.03068104,-0.10992219,0.99345731,15.99951,15.99951,15.11230
664,0.1679,-0.0305,0.3130,-0.02175991,-0.09818481,0.99486722,15.99951,15.99951,15.11230
666,0.1756,-0.2061,0.1832,0.00557063,-0.07560625,0.99700832,15.99951,15.99951,15.11230
668,0.2748,-0.2290,0.0305,0.03863588,-0.04567385,0.99815320,15.99951,15.99951,15.11230
670,0.1832,-0.1756,-0.0992,0.06294654,-0.01443444,0.99781599,15.99951,15.99951,15.11230
672,0.0534,-0.2061,-0.1603,0.08440035,0.00897839,0.99630498,15.99951,15.99951,15.11230
674,0.0458,-0.1756,-0.1908,0.09373534,0.02010948,0.99536724,15.99951,15.99951,15.11230
676,0.1603,-0.1374,-0.2443,0.10701766,0.04730524,0.99303836,15.99951,15.99951,15.11230
678,0.3359,-0.2214,-0.2977,0.11915851,0.08663545,0.98896970,15.99951,15.99951,15.11230
680,0.2519,-0.2366,-0.3435,0.12361614,0.10663766,0.98647270,15.99951,15.99951,15.11230
682,-0.2061,-0.1679,-0.5573,0.13052648,0.13697993,0.98183288,15.99951,15.99951,15.11230
684,-0.2519,-0.1679,-0.6336,0.12933745,0.14018690,0.98156166,15.99951,15.99951,15.11230
686,-0.1450,-0.1832,-0.7786,0.12633693,0.14617918,0.98113584,15.99951,15.99951,15.11230
688,0.1756,-0.3282,-0.8244,0.12454793,0.16663898,0.97807483,15.99951,15.99951,15.11230
690,0.2748,-0.4580,-0.8321,0.12891818,0.18166399,0.97481307,15.99951,15.99951,15.11230
692,0.2901,-0.5344,-0.9160,0.14118113,0.21224653,0.96697244,15.99951,15.99951,15.11230
694,-0.2061,-0.2366,-1.1221,0.14020776,0.22180902,0.96485252,15.99951,15.99951,15.11230
696,-0.3817,-0.1527,-1.1221,0.11949892,0.20516777,0.97139015,15.99951,15.99951,15.11230
698,0.0076,-0.1298,-1.0076,0.09978995,0.19644115,0.97533674,15.99951,15.99951,15.11230
700,0.2595,-0.1527,-0.9466,0.09027919,0.20301115,0.97489461,15.99951,15.99951,15.11230
702,0.4198,-0.1756,-0.8779,0.07571535,0.22719674,0.97081480,15.99951,15.99951,15.11230
704,0.1832,0.0687,-0.7939,0.04990732,0.24361400,0.96861581,15.99951,15.99951,15.11230
706,-0.1221,0.4275,-0.5725,0.00344334,0.24091036,0.97056427,15.99951,15.99951,15.11230
708,-0.0611,0.6336,-0.3206,-0.05539493,0.23032860,0.97144947,15.99951,15.99951,15.11230
710,0.0458,0.5649,-0.2214,-0.08226565,0.22768082,0.97022571,15.99951,15.99951,15.11230
712,0.3206,0.2443,-0.1298,-0.11746097,0.23202614,0.96548080,15.99951,15.99951,15.11230
714,0.6336,-0.0763,0.0687,-0.12790465,0.25639927,0.95797958,15.99951,15.99951,15.11230
716,0.1527,0.1527,0.3435,-0.13652527,0.27488517,0.95172700,15.99951,15.99951,15.11230
718,-0.4809,0.4885,0.6718,-0.16084706,0.24846153,0.95511531,15.99951,15.99951,15.11230
720,-0.4809,0.4733,0.7099,-0.17000091,0.22908577,0.95836687,15.99951,15.99951,15.11230
722,-0.2748,0.2519,0.4504,-0.17728853,0.19503915,0.96457662,15.99951,15.99951,15.11230
724,-0.0382,-0.2824,0.2672,-0.15886340,0.17282467,0.97194814,15.99951,15.99951,15.11230
726,-0.0992,-0.0916,0.7939,-0.14009869,0.15379799,0.97803983,15.99951,15.99951,15.11230
728,-0.2519,0.6107,1.1679,-0.15395403,0.13016734,0.97942848,15.99951,15.99951,15.11230
730,-0.4198,0.6489,1.0840,-0.16394841,0.11248769,0.97997903,15.99951,15.99951,15.11230
732,-0.7176,0.1374,0.6870,-0.16642501,0.05980825,0.98420352,15.99951,15.99951,15.11230
734,-0.5038,-0.2137,0.7252,-0.14506902,0.00837261,0.98933143,15.99951,15.99951,15.11230
736,-0.4275,-0.0534,0.9160,-0.13760490,-0.01120457,0.99036846,15.99951,15.99951,15.11230
738,-0.3359,0.3740,1.0916,-0.14220180,-0.04131147,0.98893909,15.99951,15.99951,15.11230
740,-0.1679,-0.1603,0.5802,-0.11822364,-0.08356994,0.98943195,15.99951,15.99951,15.11230
742,-0.0840,-0.2443,0.5496,-0.10194058,-0.08745508,0.99092493,15.99951,15.99951,15.11230
744,0.0992,-0.1832,0.5038,-0.07245671,-0.08712748,0.99355039,15.99951,15.99951,15.11230
746,0.2214,-0.2443,0.4809,-0.04078605,-0.07366847,0.99635362,15.99951,15.99951,15.11230
748,0.1679,-0.1069,0.3969,-0.02596513,-0.06756898,0.99733924,15.99951,15.99951,15.11230
750,-0.1679,-0.0305,0.0840,-0.00429892,-0.06710493,0.99766426,15.99951,15.99951,15.11230
752,-0.0992,-0.1985,-0.0534,0.02497504,-0.07427001,0.99680795,15.99951,15.99951,15.11230
754,0.1985,-0.0763,0.0382,0.04591399,-0.06213004,0.99698886,15.99951,15.99951,15.11230
756,0.1679,-0.0153,0.1679,0.05915694,-0.03837822,0.99751386,15.99951,15.99951,15.11230
758,0.0229,0.0229,0.0992,0.06414779,-0.02923381,0.99743881,15.99951,15.99951,15.11230
760,0.0382,-0.1679,-0.1374,0.08327507,-0.01516979,0.99634637,15.99951,15.99951,15.11230
762,0.3740,-0.3053,-0.2290,0.11195303,0.01621577,0.99356479,15.99951,15.99951,15.11230
764,0.4504,-0.2366,-0.1756,0.13298764,0.06098417,0.98921957,15.99951,15.99951,15.11230
766,0.1145,-0.1069,-0.1221,0.14180982,0.09664939,0.98505649,15.99951,15.99951,15.11230
768,-0.1527,-0.1221,-0.1756,0.14411831,0.10374302,0.98404407,15.99951,15.99951,15.11230
770,-0.3359,-0.2061,-0.3206,0.15163637,0.10397710,0.98291168,15.99951,15.99951,15.11230
772,-0.0153,-0.2290,-0.4885,0.15987086,0.11429418,0.98042736,15.99951,15.99951,15.11230
774,0.1679,-0.2214,-0.4885,0.16004333,0.14213090,0.97671136,15.99951,15.99951,15.11230
776,0.0992,-0.0763,-0.5267,0.15402879,0.16802062,0.97361602,15.99951,15.99951,15.11230
778,0.0611,-0.0305,-0.5649,0.14817078,0.17842112,0.97272605,15.99951,15.99951,15.11230
780,0.1221,-0.0229,-0.6718,0.13296877,0.19833964,0.97098407,15.99951,15.99951,15.11230
782,0.3282,-0.1679,-0.6947,0.12254228,0.22732110,0.96599874,15.99951,15.99951,15.11230
784,0.3588,-0.1985,-0.7252,0.11951316,0.24404916,0.96231002,15.99951,15.99951,15.11230
786,-0.0153,-0.2290,-0.8779,0.10678128,0.27586708,0.95521965,15.99951,15.99951,15.11230
788,-0.1832,-0.2214,-0.9466,0.10059204,0.27324259,0.95666370,15.99951,15.99951,15.11230
790,-0.3053,-0.1908,-0.9924,0.08468457,0.25796222,0.96235141,15.99951,15.99951,15.11230
792,0.0305,-0.0305,-0.8168,0.06073309,0.25108721,0.96595687,15.99951,15.99951,15.11230
794,0.1603,0.0076,-0.7405,0.04798831,0.25519223,0.96570119,15.99951,15.99951,15.11230
796,0.1298,0.0992,-0.7481,0.02113603,0.26317751,0.96451578,15.99951,15.99951,15.11230
798,0.0458,0.0687,-0.7099,-0.00956053,0.26499128,0.96414499,15.99951,15.99951,15.11230
800,-0.0076,0.1832,-0.6107,-0.04244286,0.25903134,0.96485624,15.99951,15.99951,15.11230
802,0.1679,0.2748,-0.2748,-0.08320585,0.25712471,0.96274871,15.99951,15.99951,15.11230
804,0.2519,0.2519,-0.0763,-0.10132564,0.26038444,0.96009035,15.99951,15.99951,15.11230
806,0.2595,0.3969,0.1603,-0.13408261,0.26945388,0.95359697,15.99951,15.99951,15.11230
808,0.0763,0.3664,0.3053,-0.16422945,0.27192475,0.94819622,15.99951,15.99951,15.11230
810,-0.4122,0.2901,0.2901,-0.18290185,0.25158915,0.95030698,15.99951,15.99951,15.11230
812,-0.2290,0.2366,0.4733,-0.19851297,0.21750340,0.95565071,15.99951,15.99951,15.11230
814,0.0229,0.1527,0.6107,-0.20171136,0.21101946,0.95639400,15.99951,15.99951,15.11230
816,0.2061,0.0229,0.7481,-0.19508742,0.21189286,0.95752649,15.99951,15.99951,15.11230
818,-0.1069,-0.0687,0.6947,-0.17675203,0.20534043,0.96258630,15.99951,15.99951,15.11230
820,-0.4504,0.0153,0.6565,-0.16923763,0.18853199,0.96725673,15.99951,15.99951,15.11230
822,-0.5802,0.4885,0.9466,-0.18313779,0.10927392,0.97696857,15.99951,15.99951,15.11230
824,-0.5191,0.6565,1.0458,-0.19630908,0.08695093,0.97667140,15.99951,15.99951,15.11230
826,-0.5420,0.6260,0.9847,-0.22123117,0.04413327,0.97413511,15.99951,15.99951,15.11230
828,-0.6412,0.1527,0.8626,-0.22134575,0.00048793,0.97513036,15.99951,15.99951,15.11230
830,-0.6260,0.0611,0.8092,-0.21288447,-0.02118527,0.97677392,15.99951,15.99951,15.11230
832,-0.5267,0.0840,0.7328,-0.19764008,-0.05875880,0.97851009,15.99951,15.99951,15.11230
834,-0.3130,0.1374,0.7023,-0.18956544,-0.08523831,0.97814874,15.99951,15.99951,15.11230
836,-0.1374,0.0611,0.7023,-0.18374181,-0.09565896,0.97823228,15.99951,15.99951,15.11230
838,-0.1908,-0.3282,0.5191,-0.15407986,-0.10370796,0.98251810,15.99951,15.99951,15.11230
840,-0.1069,-0.3511,0.4351,-0.13153352,-0.10627142,0.98557271,15.99951,15.99951,15.11230
842,0.0611,-0.2977,0.3053,-0.08849061,-0.10058296,0.99094743,15.99951,15.99951,15.11230
844,0.1221,-0.1374,0.2214,-0.05706153,-0.08872555,0.99438829,15.99951,15.99951,15.11230
846,-0.2748,-0.1908,0.3053,-0.03121971,-0.08635722,0.99571666,15.99951,15.99951,15.11230
848,-0.8092,-0.1450,-0.0458,-0.00026380,-0.12088485,0.99256238,15.99951,15.99951,15.11230
850,-0.6183,-0.3282,-0.2443,0.02020729,-0.13893651,0.99005069,15.99951,15.99951,15.11230
852,0.1527,-0.4198,-0.2901,0.06495511,-0.13853512,0.98821887,15.99951,15.99951,15.11230
854,0.4427,-0.3053,-0.0840,0.09260306,-0.10317645,0.99028911,15.99951,15.99951,15.11230
856,0.4809,-0.2214,0.0229,0.11394174,-0.06006680,0.99162731,15.99951,15.99951,15.11230
858,0.1298,-0.2061,-0.1985,0.13392136,-0.02457172,0.99058094,15.99951,15.99951,15.11230
860,-0.0382,-0.2061,-0.3206,0.14228544,-0.01432006,0.98973236,15.99951,15.99951,15.11230
862,0.1145,-0.1527,-0.3130,0.15022110,0.01053754,0.98852119,15.99951,15.99951,15.11230
864,0.1908,-0.1145,-0.2290,0.15115890,0.04876843,0.98720159,15.99951,15.99951,15.11230
866,0.0611,-0.1985,-0.3588,0.15443783,0.08037701,0.98463687,15.99951,15.99951,15.11230
868,0.0076,-0.2214,-0.6794,0.16135139,0.10479590,0.98123407,15.99951,15.99951,15.11230
870,-0.0153,-0.2824,-0.7786,0.16273753,0.11539992,0.97988052,15.99951,15.99951,15.11230
872,0.0611,-0.1450,-0.8626,0.15897756,0.13693170,0.97774944,15.99951,15.99951,15.11230
874,0.2290,-0.0229,-0.8397,0.14167680,0.16546595,0.97596178,15.99951,15.99951,15.11230
876,0.1985,-0.1374,-0.9313,0.12586182,0.19260370,0.97313966,15.99951,15.99951,15.11230
878,0.0687,-0.2977,-1.0763,0.12245579,0.20095880,0.97182083,15.99951,15.99951,15.11230
880,0.0000,-0.4504,-1.2977,0.12126215,0.20949423,0.97021188,15.99951,15.99951,15.11230
882,-0.1603,-0.3588,-1.2748,0.11526235,0.21205220,0.97046146,15.99951,15.99951,15.11230
884,-0.2519,0.0611,-0.9771,0.08482105,0.20148537,0.97583503,15.99951,15.99951,15.11230
886,0.0763,0.3511,-0.7176,0.04174162,0.19685922,0.97945346,15.99951,15.99951,15.11230
888,0.2061,0.3664,-0.7176,0.01907279,0.19973443,0.97968750,15.99951,15.99951,15.11230
890,0.3282,0.1679,-0.7023,-0.01836556,0.21122174,0.97727737,15.99951,15.99951,15.11230
892,0.1527,0.2443,-0.4733,-0.05441824,0.21788525,0.97436389,15.99951,15.99951,15.11230
894,-0.3053,0.5954,-0.0382,-0.10321544,0.20453245,0.97335281,15.99951,15.99951,15.11230
896,-0.6183,0.6870,0.2290,-0.15838450,0.16096479,0.97418584,15.99951,15.99951,15.11230
898,-0.4580,0.5573,0.2901,-0.17862081,0.14040694,0.97372646,15.99951,15.99951,15.11230
900,0.0687,0.2595,0.1756,-0.20145573,0.12031089,0.97206048,15.99951,15.99951,15.11230
902,0.5649,-0.2061,0.3206,-0.19629249,0.13190199,0.97162036,15.99951,15.99951,15.11230
904,0.2366,0.0076,0.7863,-0.19013129,0.14941499,0.97023715,15.99951,15.99951,15.11230
906,-0.2977,0.2290,0.9389,-0.19298630,0.14081799,0.97103042,15.99951,15.99951,15.11230
908,-1.1298,0.2519,0.9618,-0.20231707,0.07642856,0.97634544,15.99951,15.99951,15.11230
910,-0.9466,0.0992,0.8779,-0.19764695,-0.00324268,0.98027238,15.99951,15.99951,15.11230
912,-0.3969,0.0458,0.9313,-0.18937978,-0.05503941,0.98034305,15.99951,15.99951,15.11230
914,0.0076,0.0458,1.0916,-0.18463336,-0.07214439,0.98010425,15.99951,15.99951,15.11230
916,-0.0153,-0.0458,1.1069,-0.17852163,-0.07626997,0.98096294,15.99951,15.99951,15.11230
918,-0.2977,-0.1298,0.9389,-0.15759766,-0.09384375,0.98301630,15.99951,15.99951,15.11230
920,-0.1832,-0.0992,0.8244,-0.13754417,-0.11729204,0.98351936,15.99951,15.99951,15.11230
922,0.0992,-0.0153,0.8321,-0.12306032,-0.12175499,0.98485593,15.99951,15.99951,15.11230
924,0.2290,0.0305,0.7939,-0.11717500,-0.11750403,0.98607892,15.99951,15.99951,15.11230
926,0.1908,-0.0763,0.6183,-0.09909280,-0.10420606,0.98959836,15.99951,15.99951,15.11230
928,-0.0611,-0.2214,0.3740,-0.06899469,-0.10306609,0.99227485,15.99951,15.99951,15.11230
930,0.0382,-0.2443,0.3588,-0.03454868,-0.10388177,0.99391679,15.99951,15.99951,15.11230
932,0.1298,0.0916,0.2977,-0.01338371,-0.09678273,0.99519786,15.99951,15.99951,15.11230
934,0.0763,0.1374,0.2519,-0.00832665,-0.09305938,0.99562053,15.99951,15.99951,15.11230
936,-0.1756,0.0000,0.0611,0.00764267,-0.09607954,0.99533004,15.99951,15.99951,15.11230
938,-0.0916,-0.2290,-0.1832,0.03504798,-0.10034979,0.99430761,15.99951,15.99951,15.11230
940,0.1221,-0.2519,-0.1527,0.06529860,-0.08940261,0.99377326,15.99951,15.99951,15.11230
942,0.1298,-0.0840,0.0534,0.07899271,-0.07019671,0.99437580,15.99951,15.99951,15.11230
944,0.1221,-0.0916,0.0763,0.08533296,-0.06031507,0.99442300,15.99951,15.99951,15.11230
946,0.2366,-0.2061,-0.1145,0.10508611,-0.03635153,0.99378538,15.99951,15.99951,15.11230
948,0.3817,-0.3282,-0.3359,0.13402702,0.00325251,0.99096527,15.99951,15.99951,15.11230
950,0.3817,-0.1908,-0.2214,0.14646512,0.04746383,0.98804292,15.99951,15.99951,15.11230
952,0.2748,0.0229,-0.0763,0.14243794,0.09026798,0.98567476,15.99951,15.99951,15.11230
954,0.1374,0.0305,-0.0763,0.13777434,0.10642930,0.98466320,15.99951,15.99951,15.11230
956,-0.1527,-0.0763,-0.3282,0.13444477,0.12403008,0.98308172,15.99951,15.99951,15.11230
958,-0.1832,-0.1985,-0.6183,0.13464188,0.13179428,0.98197994,15.99951,15.99951,15.11230
960,-0.0382,-0.1756,-0.6336,0.12927815,0.14504784,0.98083419,15.99951,15.99951,15.11230
962,0.0916,-0.0229,-0.5573,0.11625764,0.16567089,0.97921171,15.99951,15.99951,15.11230
964,0.0534,0.0000,-0.5649,0.10816576,0.17491321,0.97851095,15.99951,15.99951,15.11230
966,-0.0305,-0.0305,-0.7252,0.09374493,0.18610578,0.97794132,15.99951,15.99951,15.11230
968,-0.0153,-0.3130,-0.9695,0.09071459,0.19366555,0.97679948,15.99951,15.99951,15.11230
970,0.0382,-0.3664,-1.0229,0.09182833,0.19921884,0.97566480,15.99951,15.99951,15.11230
972,0.2061,-0.3588,-0.8931,0.09128939,0.21655414,0.97196636,15.99951,15.99951,15.11230
974,0.0763,-0.1985,-0.8168,0.08540132,0.22944779,0.96954441,15.99951,15.99951,15.11230
976,-0.2595,-0.1985,-0.9160,0.07396255,0.22010240,0.97263898,15.99951,15.99951,15.11230
978,-0.3893,-0.0458,-0.9008,0.05833645,0.19755869,0.97848682,15.99951,15.99951,15.11230
980,-0.3206,0.1298,-0.8244,0.04386502,0.18651986,0.98140840,15.99951,15.99951,15.11230
982,-0.0458,0.4122,-0.5725,-0.00058225,0.17493584,0.98456087,15.99951,15.99951,15.11230
984,0.0229,0.4046,-0.3435,-0.04847209,0.16827450,0.98451938,15.99951,15.99951,15.11230
986,0.0992,0.2137,-0.1450,-0.08394335,0.16491574,0.98275470,15.99951,15.99951,15.11230
988,0.0458,0.0534,0.0763,-0.10164048,0.16442296,0.98109855,15.99951,15.99951,15.11230
990,-0.1221,0.2137,0.1603,-0.11198875,0.15941291,0.98082361,15.99951,15.99951,15.11230
992,-0.2443,0.3588,0.4122,-0.14142701,0.13940932,0.97999086,15.99951,15.99951,15.11230
994,-0.1603,0.2595,0.4962,-0.16445624,0.12088750,0.97887592,15.99951,15.99951,15.11230
996,-0.1069,-0.0229,0.3664,-0.16704572,0.10309637,0.98049545,15.99951,15.99951,15.11230
998,0.0076,0.0382,0.4809,-0.16690921,0.08817255,0.98202743,15.99951,15.99951,15.11230
